loan_id,account_id,duration,payments,status,amount,date
6642,8027,12,6470,A,7764,2018-06-05
6621,7957,12,3575,A,4290,2021-06-14
6895,9307,12,3492,A,4190.4,2018-09-19
6624,7965,12,5955,A,7146,2018-09-30
7051,10068,12,6484,A,7780.8,2021-07-28
5117,718,12,6412,A,7694.4,2021-08-20
5878,4415,12,6170,A,7404,2021-04-01
7199,10789,12,3814,A,4576.8,2021-12-09
5229,1329,12,1960,A,2352,2021-09-06
6678,8173,12,6695,A,8034,2018-05-20
6315,6472,12,3597,A,4316.4,2019-02-06
5868,4361,12,7513,A,9015.6,2021-03-29
6535,7546,12,3496,A,4195.2,2019-11-02
5682,3455,12,5622,A,6746.4,2021-03-07
6929,9472,12,3033,A,3639.6,2019-05-08
5479,2486,12,2043,A,2451.6,2018-01-10
6921,9422,12,7182,A,8618.4,2020-10-29
7277,11231,12,7440,A,8928,2021-10-24
7201,10807,12,5622,A,6746.4,2021-03-07
6310,6440,12,2881,A,3457.2,2021-06-17
7119,10361,12,7240,A,8688,2021-06-02
6144,5593,12,3698,A,4437.6,2020-08-09
7008,9897,12,3014,A,3616.8,2019-09-22
5366,2062,12,7182,A,8618.4,2020-10-29
6019,5033,12,950,A,1140,2020-07-25
5388,2153,12,5130,A,6156,2020-11-28
5103,666,12,1045,A,1254,2021-11-28
5740,3752,12,1547,A,1856.4,2019-04-02
6998,9833,12,8136,A,9763.2,2018-05-21
6297,6363,12,1459,A,1750.8,2018-10-25
6727,8505,12,3570,A,4284,2021-12-10
5519,2694,12,7636,A,9163.2,2018-03-08
7284,11265,12,4399,A,5278.8,2017-09-15
4962,25,12,2523,A,3027.6,2021-12-08
6949,9583,24,4363,A,10471.2,2019-12-12
7137,10439,24,6315,A,15156,2018-06-03
6229,6040,24,489,A,1173.6,2018-10-02
6960,9640,24,3184,A,7641.6,2019-01-11
6509,7445,24,2307,A,5536.8,2018-03-15
5959,4727,24,4485,A,10764,2019-08-11
5136,846,24,7796,A,18710.4,2020-07-28
5237,1375,24,1889,A,4533.6,2019-08-29
6903,9337,24,2172,A,5212.8,2018-06-04
6227,6030,24,1177,A,2824.8,2019-03-04
6965,9656,24,5814,A,13953.6,2019-06-13
5161,1012,24,4091,A,9818.4,2018-10-28
5897,4476,24,633,A,1519.2,2020-09-25
6676,8159,24,1241,A,2978.4,2019-06-13
6596,7844,24,3816,A,9158.4,2018-06-25
5693,3489,24,1837,A,4408.8,2019-08-01
6015,5001,24,4588,A,11011.2,2020-11-09
6721,8475,24,878,A,2107.2,2018-01-21
6996,9828,24,5275,A,12660,2019-04-13
6745,8625,24,1971,A,4730.4,2019-04-10
6253,6148,24,2490,A,5976,2018-11-04
6279,6273,24,3640,A,8736,2018-06-07
7061,10105,24,5079,A,12189.6,2018-08-27
4959,2,24,3373,A,8095.2,2018-01-05
5413,2227,24,3874,A,9297.6,2019-12-12
5445,2322,24,1930,A,4632,2020-06-29
5861,4337,24,2142,A,5140.8,2018-12-08
6950,9591,24,4363,A,10471.2,2019-04-11
7308,11362,24,5392,A,12940.8,2020-12-27
5131,816,24,2026,A,4862.4,2019-01-08
6577,7753,24,2154,A,5169.6,2018-03-11
6004,4937,24,5996,A,14390.4,2018-07-23
5449,2343,24,4139,A,9933.6,2019-11-04
6687,8261,24,3660,A,8784,2017-09-13
6546,7607,24,1322,A,3172.8,2019-03-27
5997,4894,24,4876,A,11702.4,2017-11-04
5988,4851,24,5902,A,14164.8,2020-08-22
6216,5952,24,5885,A,14124,2018-09-30
7130,10411,24,5142,A,12340.8,2020-12-11
6066,5228,24,7242,A,17380.8,2018-07-11
5877,4414,24,4051,A,9722.4,2019-02-23
6737,8564,24,3195,A,7668,2019-03-11
6644,8039,24,3900,A,9360,2020-10-20
4973,67,24,6915,A,16596,2020-05-02
5836,4259,24,3318,A,7963.2,2018-08-27
6471,7184,24,6485,A,15564,2020-08-04
6157,5650,24,4108,A,9859.2,2019-07-10
6309,6434,24,4589,A,11013.6,2020-11-11
5390,2167,24,7094,A,17025.6,2018-10-30
6589,7815,24,7904,A,18969.6,2020-01-01
6520,7485,24,3800,A,9120,2018-03-16
5088,544,24,3798,A,9115.2,2020-08-22
6407,6930,24,1081,A,2594.4,2018-05-26
6499,7401,24,3373,A,8095.2,2018-01-05
5741,3754,24,2856,A,6854.4,2020-11-03
5533,2762,24,4641,A,11138.4,2018-07-05
6699,8330,24,319,A,765.6,2018-03-30
7263,11138,24,3745,A,8988,2020-01-19
6077,5270,24,3317,A,7960.8,2017-11-22
7166,10630,24,8260,A,19824,2019-06-24
6694,8316,24,5616,A,13478.4,2019-03-19
6667,8127,24,6495,A,15588,2020-07-15
6185,5774,24,1299,A,3117.6,2019-11-28
6613,7926,24,3505,A,8412,2020-09-22
7121,10364,36,609,A,2192.4,2017-11-10
6336,6555,36,5900,A,21240,2018-03-31
5880,4423,36,2051,A,7383.6,2019-10-31
6526,7523,36,8013,A,28846.8,2019-01-03
6356,6701,36,2650,A,9540,2017-12-08
5887,4448,36,5354,A,19274.4,2018-10-03
7262,11135,36,5073,A,18262.8,2018-03-01
5351,1978,36,5700,A,20520,2018-12-04
6460,7133,36,1352,A,4867.2,2018-11-06
5918,4576,36,8339,A,30020.4,2018-06-04
6668,8129,36,2076,A,7473.6,2018-07-30
6919,9403,36,3358,A,12088.8,2018-08-05
5523,2705,36,2608,A,9388.8,2017-12-08
7176,10663,36,7223,A,26002.8,2019-10-28
5212,1256,36,1974,A,7106.4,2019-05-29
5453,2361,36,4352,A,15667.2,2019-04-01
7057,10093,36,6436,A,23169.6,2019-10-20
7192,10738,36,3222,A,11599.2,2018-12-21
7226,10940,36,5493,A,19774.8,2018-02-23
6725,8489,36,7370,A,26532,2019-06-23
6808,8982,36,6330,A,22788,2018-10-12
6686,8260,36,6239,A,22460.4,2018-08-25
6072,5256,36,5388,A,19396.8,2018-05-10
5316,1801,36,4610,A,16596,2017-07-11
7243,11042,36,6032,A,21715.2,2019-12-04
6600,7861,36,607,A,2185.2,2019-10-08
6645,8041,36,3900,A,14040,2018-11-06
5325,1843,36,2939,A,10580.4,2017-08-03
7220,10911,36,3647,A,13129.2,2018-07-28
5310,1762,36,6893,A,24814.8,2019-04-28
7259,11111,36,3004,A,10814.4,2018-01-31
6985,9731,36,3161,A,11379.6,2019-11-22
7249,11065,48,1445,A,6936,2018-06-12
6223,5991,48,1272,A,6105.6,2018-11-03
6841,9104,48,3585,A,17208,2018-08-07
6512,7454,48,1319,A,6331.2,2018-05-26
6120,5481,48,4358,A,20918.4,2018-09-11
6580,7769,48,4085,A,19608,2018-05-22
7235,10973,48,3217,A,15441.6,2017-10-13
5189,1166,48,3105,A,14904,2018-02-07
6038,5120,48,6739,A,32347.2,2018-08-10
5032,290,48,2577,A,12369.6,2018-11-03
6647,8051,48,4340,A,20832,2018-06-01
7104,10320,60,4329,A,25974,2017-12-13
6863,9188,60,2118,A,12708,2017-07-28
7240,11013,60,4579,A,27474,2017-09-06
6501,7418,12,2523,B,3027.6,2020-04-29
5314,1787,12,8033,B,9639.6,2017-07-05
6650,8073,12,4110,B,4932,2018-02-17
6316,6473,12,6409,B,7690.8,2018-05-26
6865,9199,12,2454,B,2944.8,2020-09-11
5856,4320,12,4280,B,5136,2021-08-09
5643,3273,12,7876,B,9451.2,2021-09-21
4961,19,12,2523,B,3027.6,2020-04-29
5338,1888,12,4780,B,5736,2021-08-30
5352,1993,12,5700,B,6840,2019-04-15
6111,5428,24,7281,B,17474.4,2017-09-24
6303,6400,24,3017,B,7240.8,2020-02-12
5805,4081,24,5746,B,13790.4,2019-11-28
6027,5066,24,2569,B,6165.6,2020-02-10
5176,1106,24,8023,B,19255.2,2018-11-12
5892,4462,24,2770,B,6648,2020-05-14
7241,11021,24,7041,B,16898.4,2019-03-04
6594,7824,24,7904,B,18969.6,2018-09-28
6112,5442,24,7281,B,17474.4,2018-06-17
7097,10266,24,3151,B,7562.4,2017-12-23
5045,347,24,7801,B,18722.4,2019-05-01
6244,6118,36,7518,B,27064.8,2019-01-08
6232,6051,36,7685,B,27666,2018-07-08
5395,2176,36,8308,B,29908.8,2018-07-30
7066,10131,36,5983,B,21538.8,2018-05-02
6738,8566,36,6395,B,23022,2018-09-29
5269,1527,36,4557,B,16405.2,2018-11-19
6342,6609,36,1671,B,6015.6,2019-11-12
5126,790,48,4336,B,20812.8,2018-07-24
6210,5927,48,1817,B,8721.6,2018-06-06
6228,6034,60,7742,B,46452,2017-12-01
6495,7274,12,4087,C,4904.4,2022-03-12
7110,10345,12,2605,C,3126,2022-01-21
6539,7559,12,1066,C,1279.2,2022-07-11
6730,8523,12,7753,C,9303.6,2022-02-15
7172,10652,12,3810,C,4572,2022-05-07
5582,2982,12,3438,C,4125.6,2022-04-17
6569,7721,12,3788,C,4545.6,2022-05-28
5620,3161,12,2501,C,3001.2,2022-06-16
5384,2142,12,1944,C,2332.8,2022-03-07
6470,7181,12,4156,C,4987.2,2022-05-17
5046,349,12,3568,C,4281.6,2022-09-09
7096,10257,12,3151,C,3781.2,2022-09-02
5782,3953,12,5298,C,6357.6,2022-01-04
6044,5133,12,4755,C,5706,2022-01-27
7072,10148,12,1842,C,2210.4,2022-01-27
6553,7636,12,3532,C,4238.4,2022-01-26
6320,6495,12,8747,C,10496.4,2022-04-28
6234,6061,12,429,C,514.8,2022-05-28
5015,226,12,9112,C,10934.4,2022-07-12
5585,2988,12,7384,C,8860.8,2022-07-08
5665,3390,12,3386,C,4063.2,2022-03-11
6054,5180,12,4897,C,5876.4,2022-07-16
7139,10445,12,1951,C,2341.2,2022-01-22
6278,6265,24,3640,C,8736,2021-06-10
5940,4660,24,4456,C,10694.4,2021-05-28
6249,6138,24,2817,C,6760.8,2021-07-30
5616,3143,24,5454,C,13089.6,2022-05-15
5304,1718,24,7178,C,17227.2,2022-08-20
5930,4616,24,2779,C,6669.6,2022-01-12
5765,3875,24,6414,C,15393.6,2022-02-10
7181,10679,24,8242,C,19780.8,2021-10-02
5343,1906,24,1873,C,4495.2,2021-10-08
5313,1776,24,1800,C,4320,2022-05-27
5206,1242,24,5356,C,12854.4,2021-09-07
7279,11244,24,6490,C,15576,2021-12-11
7087,10215,24,1846,C,4430.4,2021-02-20
5241,1389,24,5228,C,12547.2,2022-09-02
5039,314,24,2785,C,6684,2021-05-03
5933,4631,24,3647,C,8752.8,2021-12-13
6908,9353,24,7859,C,18861.6,2021-06-08
5420,2247,24,3021,C,7250.4,2021-02-24
5245,1407,24,5228,C,12547.2,2022-01-17
7242,11027,24,2004,C,4809.6,2021-10-23
5531,2753,24,2768,C,6643.2,2021-09-30
6571,7733,24,5836,C,14006.4,2022-05-12
5281,1580,24,8094,C,19425.6,2021-11-27
5656,3353,24,6086,C,14606.4,2021-02-09
7067,10134,24,5682,C,13636.8,2022-01-11
6790,8919,24,3171,C,7610.4,2022-06-08
6819,9031,24,2088,C,5011.2,2021-05-03
6913,9377,24,4164,C,9993.6,2021-04-29
6688,8268,24,359,C,861.6,2021-09-26
6866,9201,24,5103,C,12247.2,2022-02-05
5681,3448,24,2861,C,6866.4,2021-10-20
5699,3562,24,7290,C,17496,2022-05-24
5501,2622,24,5681,C,13634.4,2022-05-21
6562,7674,24,3937,C,9448.8,2021-03-21
5953,4715,24,4049,C,9717.6,2021-03-14
6633,7997,24,6694,C,16065.6,2022-02-05
5773,3907,24,5577,C,13384.8,2022-03-16
5446,2334,24,2013,C,4831.2,2021-08-04
5334,1876,24,8710,C,20904,2022-09-10
6464,7156,24,2062,C,4948.8,2022-04-16
6766,8784,24,3098,C,7435.2,2022-04-28
5584,2986,24,1033,C,2479.2,2021-12-06
6322,6510,24,3208,C,7699.2,2021-05-06
6353,6686,24,4854,C,11649.6,2021-12-25
7151,10493,24,5575,C,13380,2022-02-18
5287,1638,24,2676,C,6422.4,2022-01-26
5862,4342,24,4172,C,10012.8,2021-12-09
6643,8038,24,1494,C,3585.6,2022-01-18
6956,9631,24,2477,C,5944.8,2021-11-09
5389,2165,24,3275,C,7860,2021-08-22
5774,3916,36,2694,C,9698.4,2022-07-12
5320,1819,36,3991,C,14367.6,2022-01-11
4990,110,36,4516,C,16257.6,2021-09-08
6961,9645,36,4893,C,17614.8,2020-06-06
6922,9424,36,2323,C,8362.8,2021-08-26
5260,1480,36,3425,C,12330,2022-01-19
5525,2720,36,2608,C,9388.8,2022-04-27
6675,8158,36,6631,C,23871.6,2021-11-01
6104,5395,36,4394,C,15818.4,2021-09-05
6313,6461,36,4192,C,15091.2,2021-06-15
7213,10884,36,3154,C,11354.4,2020-02-13
7034,10001,36,529,C,1904.4,2020-07-11
6751,8680,36,2381,C,8571.6,2020-07-14
5893,4467,36,2394,C,8618.4,2022-08-03
5799,4052,36,2948,C,10612.8,2021-12-28
7233,10963,36,3217,C,11581.2,2020-12-25
6088,5317,36,2505,C,9018,2021-03-07
6014,4999,36,4588,C,16516.8,2021-05-18
5158,1004,36,5237,C,18853.2,2022-04-11
7168,10645,36,5787,C,20833.2,2022-07-05
6641,8026,36,3563,C,12826.8,2021-09-09
5312,1772,36,5633,C,20278.8,2020-03-13
7035,10005,36,5854,C,21074.4,2022-07-29
6242,6097,36,728,C,2620.8,2021-10-22
5760,3862,36,2081,C,7491.6,2022-09-18
7194,10762,36,1912,C,6883.2,2020-09-17
6734,8547,36,4806,C,17301.6,2020-05-30
7049,10063,36,6484,C,23342.4,2021-06-24
5332,1869,36,1054,C,3794.4,2022-01-29
7091,10243,36,3151,C,11343.6,2022-09-22
6312,6453,36,304,C,1094.4,2022-05-17
5850,4293,36,4561,C,16419.6,2021-05-22
6386,6856,36,3454,C,12434.4,2021-04-30
5301,1698,36,3943,C,14194.8,2020-07-06
5172,1083,36,1416,C,5097.6,2022-04-16
5369,2080,36,5961,C,21459.6,2021-09-12
6421,6985,36,2688,C,9676.8,2020-07-25
5706,3608,36,4486,C,16149.6,2020-05-24
5586,2994,36,1354,C,4874.4,2020-09-14
5367,2064,36,2323,C,8362.8,2021-08-26
7167,10644,36,7499,C,26996.4,2022-06-18
6940,9510,36,6341,C,22827.6,2020-11-22
5210,1252,36,4115,C,14814,2021-04-01
6461,7136,36,2059,C,7412.4,2020-09-19
5669,3403,36,1995,C,7182,2022-06-27
6052,5164,36,621,C,2235.6,2022-03-23
5385,2143,36,1985,C,7146,2020-09-09
6012,4994,36,7179,C,25844.4,2020-08-03
5906,4533,36,2254,C,8114.4,2022-05-05
6607,7894,36,4254,C,15314.4,2021-10-21
6399,6902,36,1370,C,4932,2021-12-21
5034,303,36,3132,C,11275.2,2022-05-30
7136,10436,36,1511,C,5439.6,2020-09-28
5429,2268,36,561,C,2019.6,2020-07-18
6113,5445,36,2186,C,7869.6,2021-10-01
7036,10019,36,5415,C,19494,2020-09-25
5124,785,36,4336,C,15609.6,2022-02-12
6948,9560,36,4363,C,15706.8,2022-03-15
5214,1270,36,2077,C,7477.2,2021-07-01
5360,2035,36,4898,C,17632.8,2022-01-25
5337,1886,36,4513,C,16246.8,2020-07-31
6855,9153,36,1451,C,5223.6,2022-03-01
5382,2134,36,637,C,2293.2,2021-03-17
5989,4852,36,5925,C,21330,2020-03-04
6354,6688,36,638,C,2296.8,2020-10-23
6196,5837,36,4939,C,17780.4,2021-09-14
6660,8094,36,6123,C,22042.8,2021-05-09
6969,9673,36,2450,C,8820,2022-09-12
5956,4725,36,4674,C,16826.4,2021-11-04
5886,4447,36,5354,C,19274.4,2020-10-31
5823,4144,36,5916,C,21297.6,2022-06-21
5779,3942,36,2982,C,10735.2,2021-10-14
7286,11271,36,1870,C,6732,2021-01-31
6574,7745,36,2154,C,7754.4,2021-12-20
5815,4116,36,4200,C,15120,2022-06-03
5635,3230,36,2144,C,7718.4,2020-10-04
6764,8776,48,708,C,3398.4,2019-08-26
6097,5362,48,4226,C,20284.8,2021-08-21
6083,5305,48,5011,C,24052.8,2022-03-31
5923,4585,48,1347,C,6465.6,2020-10-10
5999,4907,48,2059,C,9883.2,2020-01-03
7202,10812,48,2931,C,14068.8,2022-05-29
6011,4981,48,3736,C,17932.8,2020-11-28
5145,915,48,6449,C,30955.2,2019-09-16
6605,7890,48,1653,C,7934.4,2021-10-14
5977,4803,48,1232,C,5913.6,2021-02-25
5435,2279,48,6556,C,31468.8,2022-06-01
5804,4079,48,3312,C,15897.6,2019-04-05
7195,10774,48,7066,C,33916.8,2022-04-23
5719,3664,48,5658,C,27158.4,2021-09-20
6541,7565,48,3198,C,15350.4,2021-08-17
6130,5541,48,680,C,3264,2020-07-18
6435,7045,48,6015,C,28872,2021-06-16
6215,5944,48,1640,C,7872,2022-06-18
6043,5126,48,424,C,2035.2,2020-01-11
5042,330,48,6908,C,33158.4,2022-07-12
5086,525,48,4383,C,21038.4,2021-07-16
6442,7082,48,4045,C,19416,2022-02-08
5451,2350,48,3328,C,15974.4,2021-05-11
6540,7562,48,6450,C,30960,2019-12-31
6591,7819,48,434,C,2083.2,2019-02-02
6944,9548,48,962,C,4617.6,2020-11-15
5061,440,48,1756,C,8428.8,2022-03-13
5876,4413,48,4610,C,22128,2019-02-08
6007,4949,48,6040,C,28992,2021-08-30
5591,3021,48,3242,C,15561.6,2020-12-04
5207,1244,48,748,C,3590.4,2021-02-28
5174,1093,48,8023,C,38510.4,2021-06-13
6821,9037,48,6707,C,32193.6,2022-09-15
6147,5602,48,3698,C,17750.4,2021-12-28
7085,10202,48,6363,C,30542.4,2021-06-19
5491,2545,48,8933,C,42878.4,2022-02-13
6078,5283,48,3559,C,17083.2,2022-09-09
5532,2754,48,6985,C,33528,2021-05-04
6810,9006,48,3883,C,18638.4,2020-06-08
5725,3679,48,9268,C,44486.4,2020-07-23
6857,9159,48,1450,C,6960,2022-06-08
6732,8533,48,3626,C,17404.8,2020-09-19
6817,9024,48,1472,C,7065.6,2020-10-04
6508,7437,48,2307,C,11073.6,2022-04-19
5808,4099,48,872,C,4185.6,2021-07-31
6933,9493,48,3931,C,18868.8,2019-09-09
7147,10478,48,5575,C,26760,2022-01-02
7037,10022,48,4543,C,21806.4,2022-01-03
5209,1250,48,3805,C,18264,2020-11-25
5973,4784,48,4572,C,21945.6,2021-11-24
6955,9627,48,5091,C,24436.8,2019-11-22
6178,5742,48,4845,C,23256,2019-12-16
6296,6358,48,5633,C,27038.4,2020-08-06
5486,2516,48,9721,C,46660.8,2021-06-13
6992,9790,48,2791,C,13396.8,2020-07-27
5900,4503,48,2820,C,13536,2020-01-01
5270,1528,48,3981,C,19108.8,2021-07-21
5674,3418,48,4318,C,20726.4,2021-06-10
6550,7614,48,6679,C,32059.2,2020-05-18
5418,2245,48,7249,C,34795.2,2019-01-16
5520,2699,48,4816,C,23116.8,2022-08-30
7101,10297,48,8771,C,42100.8,2020-11-18
5350,1967,48,5194,C,24931.2,2020-04-21
5470,2456,48,4187,C,20097.6,2020-04-15
5610,3112,48,2567,C,12321.6,2020-02-24
6254,6157,48,5165,C,24792,2021-12-28
6805,8972,48,938,C,4502.4,2020-12-21
6173,5724,48,4845,C,23256,2021-01-08
6403,6924,48,4060,C,19488,2019-12-05
6698,8327,48,5161,C,24772.8,2020-03-10
5494,2572,48,7500,C,36000,2020-06-13
6415,6950,48,9910,C,47568,2021-02-12
6037,5118,48,1109,C,5323.2,2021-05-04
6450,7099,48,4882,C,23433.6,2022-06-10
6763,8772,48,1839,C,8827.2,2021-06-19
5790,4033,48,1756,C,8428.8,2021-03-20
7219,10905,48,1190,C,5712,2021-08-23
6932,9491,48,4698,C,22550.4,2022-06-25
5970,4774,48,9689,C,46507.2,2019-07-09
6818,9030,48,3242,C,15561.6,2020-12-12
6871,9225,48,3422,C,16425.6,2021-04-13
7115,10351,48,1848,C,8870.4,2021-03-04
7050,10065,48,6484,C,31123.2,2021-09-23
7250,11069,48,2482,C,11913.6,2021-03-04
7171,10650,48,4088,C,19622.4,2022-02-24
7189,10728,48,3222,C,15465.6,2020-03-21
6118,5477,48,7279,C,34939.2,2021-10-04
6552,7632,48,3551,C,17044.8,2022-01-08
6632,7990,48,3020,C,14496,2022-04-23
5942,4681,48,3388,C,16262.4,2021-03-15
5125,789,48,1522,C,7305.6,2019-11-23
6283,6289,48,1784,C,8563.2,2020-08-11
5589,3005,48,8125,C,39000,2022-06-05
4968,38,48,2307,C,11073.6,2022-04-19
5253,1447,48,2085,C,10008,2021-06-03
6350,6678,48,6133,C,29438.4,2021-07-09
5683,3460,48,2931,C,14068.8,2022-05-29
5138,854,48,1817,C,8721.6,2019-05-30
7164,10613,48,5204,C,24979.2,2022-08-15
6554,7637,48,8127,C,39009.6,2021-01-29
5236,1374,48,8107,C,38913.6,2021-09-15
6544,7594,48,2718,C,13046.4,2021-12-11
6962,9646,48,5814,C,27907.2,2022-04-02
5414,2228,48,3874,C,18595.2,2019-03-29
6875,9235,48,1735,C,8328,2021-03-13
6355,6699,48,2650,C,12720,2021-09-24
6153,5632,60,4760,C,28560,2019-07-25
6695,8320,60,5161,C,30966,2021-06-04
5713,3629,60,2646,C,15876,2019-05-30
7221,10915,60,2541,C,15246,2022-06-11
6585,7795,60,6202,C,37212,2020-10-29
7255,11096,60,3555,C,21330,2021-06-09
6087,5313,60,5011,C,30066,2018-02-27
6793,8931,60,3105,C,18630,2021-01-30
7200,10799,60,519,C,3114,2022-07-11
5140,873,60,2975,C,17850,2022-02-24
6151,5628,60,3757,C,22542,2019-04-25
5772,3906,60,5577,C,33462,2022-03-08
6190,5794,60,2060,C,12360,2020-05-06
5889,4456,60,5354,C,32124,2022-02-09
6073,5263,60,4605,C,27630,2020-11-12
6302,6397,60,3017,C,18102,2020-09-16
6861,9179,60,3584,C,21504,2022-02-28
6272,6226,60,6644,C,39864,2018-12-20
6055,5181,60,6652,C,39912,2021-04-28
6712,8405,60,4437,C,26622,2019-10-14
7088,10233,60,3986,C,23916,2021-05-03
5909,4550,60,1022,C,6132,2022-01-03
6490,7262,60,1221,C,7326,2021-02-10
7013,9928,60,1489,C,8934,2020-08-02
5044,344,60,1683,C,10098,2018-12-21
6726,8492,60,1431,C,8586,2019-09-03
6076,5269,60,1957,C,11742,2021-02-02
7227,10942,60,5242,C,31452,2019-10-02
5319,1811,60,3991,C,23946,2018-06-23
5170,1071,60,4220,C,25320,2018-01-20
5041,319,60,6150,C,36900,2021-07-11
6755,8713,60,2845,C,17070,2022-07-24
6103,5385,60,2489,C,14934,2018-04-07
6665,8114,60,1655,C,9930,2021-08-15
5311,1766,60,501,C,3006,2020-06-15
6534,7542,60,9847,C,59082,2021-10-19
7304,11349,60,6998,C,41988,2019-10-29
5151,960,60,3151,C,18906,2019-05-24
7001,9859,60,5010,C,30060,2021-08-10
7004,9869,60,5526,C,33156,2019-03-15
6746,8639,60,3094,C,18564,2022-06-06
7100,10280,60,5802,C,34812,2021-12-31
6545,7606,60,3198,C,19188,2019-12-12
5698,3556,60,2914,C,17484,2022-09-22
5147,938,60,371,C,2226,2022-05-21
5549,2824,60,841,C,5046,2018-07-16
6235,6062,60,5356,C,32136,2022-04-19
5482,2496,60,2752,C,16512,2020-01-12
7295,11328,60,4674,C,28044,2022-07-18
6006,4948,60,5996,C,35976,2020-11-15
6136,5572,60,2348,C,14088,2022-04-19
5329,1862,60,6602,C,39612,2020-10-16
6207,5912,60,3077,C,18462,2022-06-23
6970,9677,60,527,C,3162,2021-06-17
6338,6592,60,6511,C,39066,2021-08-24
6474,7190,60,1056,C,6336,2019-06-06
6357,6706,60,1081,C,6486,2022-07-12
5154,993,60,1812,C,10872,2022-07-01
5148,940,60,4738,C,28428,2020-05-29
6568,7713,60,3674,C,22044,2022-02-25
6785,8899,60,2089,C,12534,2019-12-25
6696,8321,60,1484,C,8904,2018-05-09
5569,2936,60,8400,C,50400,2022-01-20
6010,4969,60,2503,C,15018,2021-03-06
7271,11186,60,6541,C,39246,2020-10-02
6836,9093,60,3155,C,18930,2018-08-03
5614,3137,60,4226,C,25356,2022-09-21
6294,6353,60,1332,C,7992,2019-02-12
6791,8926,60,9444,C,56664,2022-01-23
5895,4473,60,1566,C,9396,2021-01-03
5963,4746,60,3413,C,20478,2021-09-07
5563,2912,60,6336,C,38016,2020-02-28
5495,2580,60,1489,C,8934,2020-08-02
6346,6649,60,1671,C,10026,2021-05-22
5450,2345,60,3328,C,19968,2018-12-11
6877,9241,60,4754,C,28524,2021-06-19
5527,2728,60,2607,C,15642,2022-06-15
5938,4650,60,6700,C,40200,2020-08-25
6984,9730,60,1934,C,11604,2021-08-15
6142,5591,60,3698,C,22188,2021-01-21
5469,2445,60,4886,C,29316,2021-12-26
5837,4260,60,4076,C,24456,2018-06-29
6659,8092,60,935,C,5610,2020-02-20
6095,5358,60,1139,C,6834,2021-01-24
6938,9504,60,5688,C,34128,2021-03-10
6704,8377,60,6951,C,41706,2019-06-01
6109,5422,60,6148,C,36888,2020-06-03
6872,9227,60,3193,C,19158,2022-04-29
