account_id,district_id,stmt_frq,date
3754,37,weekly,2019-02-19
685,37,weekly,2018-01-04
139,38,weekly,2020-05-15
3401,38,weekly,2020-10-04
6555,38,weekly,2016-03-05
1160,39,weekly,2019-07-29
3756,39,weekly,2017-10-17
9006,40,weekly,2017-09-02
1272,40,weekly,2016-05-25
2458,40,weekly,2016-03-14
2190,41,weekly,2019-06-04
1536,41,weekly,2016-01-22
1480,41,weekly,2019-07-03
2111,42,weekly,2018-01-25
18,43,weekly,2016-05-26
2125,43,weekly,2020-11-20
5385,44,weekly,2016-05-21
10942,44,weekly,2017-06-05
8027,44,weekly,2016-07-07
4047,45,weekly,2018-09-29
10738,45,weekly,2016-04-17
3279,46,weekly,2017-12-17
339,46,weekly,2019-09-11
319,47,weekly,2018-10-17
8158,48,weekly,2019-06-16
2625,48,weekly,2019-07-09
6715,48,weekly,2016-09-15
6701,49,weekly,2016-03-15
733,49,weekly,2018-05-17
7713,50,weekly,2019-05-25
1902,50,weekly,2016-07-17
4386,51,weekly,2020-11-29
7765,52,weekly,2017-07-10
1878,52,weekly,2017-09-13
2728,52,weekly,2020-07-06
3444,53,weekly,2020-09-04
422,53,weekly,2017-08-29
4537,53,weekly,2019-07-18
1005,54,weekly,2016-02-23
2799,54,weekly,2017-04-03
2267,54,weekly,2017-09-20
1274,54,weekly,2019-08-19
2860,54,weekly,2020-05-30
180,55,weekly,2016-12-14
243,55,weekly,2016-11-06
1819,55,weekly,2019-10-21
3632,56,weekly,2019-04-06
874,56,weekly,2019-03-23
2754,57,weekly,2019-01-26
1978,57,weekly,2016-06-11
3448,58,weekly,2019-06-06
11054,59,weekly,2019-02-01
3084,59,weekly,2019-01-28
4969,60,weekly,2019-08-19
1453,61,weekly,2016-09-25
1498,62,weekly,2020-02-07
355,62,weekly,2019-02-01
445,63,weekly,2016-07-29
3646,63,weekly,2018-10-20
8931,63,weekly,2019-01-01
3162,63,weekly,2019-05-18
263,64,weekly,2020-01-03
9814,64,weekly,2018-01-19
5708,64,weekly,2020-10-12
2051,64,weekly,2018-11-08
133,64,weekly,2020-10-11
862,64,weekly,2016-02-02
120,65,weekly,2018-06-16
3322,65,weekly,2019-03-20
1416,66,weekly,2016-07-12
10788,67,weekly,2016-11-22
34,67,weekly,2016-09-17
5133,68,weekly,2019-12-08
1071,68,weekly,2016-05-10
239,69,weekly,2016-03-01
7926,69,weekly,2019-06-09
1466,69,weekly,2020-03-26
649,69,weekly,2017-05-17
2744,70,weekly,2020-04-19
2086,70,weekly,2019-08-09
4255,70,weekly,2016-11-08
2427,70,weekly,2016-10-08
10478,70,weekly,2019-02-24
1039,70,weekly,2016-05-10
11138,70,weekly,2018-08-18
4408,71,weekly,2017-04-11
176,71,weekly,2019-08-12
7562,72,weekly,2018-01-17
3608,72,weekly,2017-08-30
6636,72,weekly,2016-08-04
7618,72,weekly,2018-06-13
407,72,weekly,2020-04-18
4462,73,weekly,2018-12-27
10694,73,weekly,2019-05-15
6226,74,weekly,2016-07-26
6927,74,weekly,2018-12-08
4413,74,weekly,2017-01-15
3048,74,weekly,2020-12-26
4309,74,weekly,2020-06-25
3074,74,weekly,2017-10-08
1384,74,weekly,2019-03-28
3014,75,weekly,2018-03-03
807,76,weekly,2018-06-13
3402,76,weekly,2018-03-16
5362,76,weekly,2019-09-06
2971,76,weekly,2016-12-23
8759,1,monthly,2016-09-18
2483,1,monthly,2019-09-29
2172,1,monthly,2020-09-02
796,1,monthly,2020-02-13
392,1,monthly,2019-07-14
5991,1,monthly,2016-11-21
1991,1,monthly,2019-11-16
764,1,monthly,2016-01-08
2229,1,monthly,2020-01-27
1570,1,monthly,2017-03-12
3747,1,monthly,2017-05-01
7844,1,monthly,2016-11-26
3743,1,monthly,2019-03-22
6061,1,monthly,2020-03-08
1512,1,monthly,2017-01-08
502,1,monthly,2020-10-13
7449,1,monthly,2016-11-24
2675,1,monthly,2017-02-19
2503,1,monthly,2016-03-05
2092,1,monthly,2017-04-29
3250,1,monthly,2018-01-06
1865,1,monthly,2017-05-04
855,1,monthly,2017-03-28
3255,1,monthly,2016-09-15
883,1,monthly,2016-12-17
557,1,monthly,2018-11-26
841,1,monthly,2016-11-04
1876,1,monthly,2020-09-20
3759,1,monthly,2016-12-29
718,1,monthly,2019-03-03
8772,1,monthly,2019-05-16
2374,1,monthly,2018-12-07
9883,1,monthly,2016-03-19
1240,1,monthly,2020-09-11
3385,1,monthly,2020-12-21
2934,1,monthly,2019-10-08
2938,1,monthly,2016-08-04
3891,1,monthly,2016-08-18
3585,1,monthly,2019-06-23
8957,1,monthly,2016-11-13
1220,1,monthly,2018-07-15
3867,1,monthly,2020-07-19
3090,1,monthly,2019-12-10
1674,1,monthly,2018-09-15
1627,1,monthly,2017-01-20
3698,1,monthly,2019-03-03
3280,1,monthly,2019-04-24
1545,1,monthly,2016-03-08
2790,1,monthly,2017-10-18
2016,1,monthly,2020-02-23
3180,1,monthly,2019-06-18
1660,1,monthly,2018-09-22
868,1,monthly,2020-05-26
10131,1,monthly,2016-11-27
2299,1,monthly,2020-01-21
3152,1,monthly,2016-07-16
225,1,monthly,2016-07-28
230,1,monthly,2019-02-26
2281,1,monthly,2018-07-13
3419,1,monthly,2017-10-29
4144,1,monthly,2019-08-19
783,1,monthly,2020-09-08
1786,1,monthly,2016-05-25
2761,1,monthly,2019-12-26
1371,1,monthly,2017-04-27
498,1,monthly,2016-11-21
5387,1,monthly,2016-10-05
3991,1,monthly,2019-12-28
2600,1,monthly,2019-02-13
2640,1,monthly,2019-09-21
1848,1,monthly,2017-08-04
3432,1,monthly,2019-06-25
9640,1,monthly,2016-03-13
1238,1,monthly,2018-10-29
2106,1,monthly,2019-02-01
1575,1,monthly,2016-02-27
3243,1,monthly,2016-11-10
1372,1,monthly,2016-03-16
8041,1,monthly,2016-10-10
904,1,monthly,2017-03-20
3230,1,monthly,2018-03-11
1562,1,monthly,2018-08-30
7176,1,monthly,2019-12-07
4186,1,monthly,2019-08-25
1194,1,monthly,2017-04-15
2057,1,monthly,2020-06-20
943,1,monthly,2016-02-03
3851,1,monthly,2020-02-27
2278,1,monthly,2019-08-03
340,1,monthly,2016-11-03
2854,1,monthly,2020-01-18
2159,1,monthly,2019-01-01
1587,1,monthly,2019-12-11
3902,1,monthly,2018-08-08
3696,1,monthly,2019-06-22
1352,1,monthly,2017-09-23
3948,1,monthly,2016-11-09
205,1,monthly,2020-10-08
3098,1,monthly,2019-09-16
3465,1,monthly,2016-07-16
975,1,monthly,2019-10-19
1230,1,monthly,2020-05-03
2782,1,monthly,2020-02-27
1448,1,monthly,2018-10-07
7401,1,monthly,2016-02-26
2482,1,monthly,2017-02-23
2453,1,monthly,2016-03-08
980,1,monthly,2019-12-11
5472,1,monthly,2016-05-04
328,1,monthly,2020-09-18
1805,1,monthly,2016-02-02
2591,1,monthly,2019-05-06
3813,1,monthly,2020-10-09
1218,1,monthly,2019-12-12
3752,1,monthly,2017-11-25
1291,1,monthly,2017-07-04
1543,1,monthly,2019-04-14
9024,1,monthly,2019-01-05
10404,1,monthly,2019-12-30
1046,1,monthly,2018-04-14
2329,1,monthly,2019-08-07
2872,1,monthly,2019-09-04
6806,1,monthly,2016-11-26
2576,1,monthly,2016-09-02
1644,1,monthly,2016-05-09
2878,1,monthly,2020-06-14
664,1,monthly,2019-12-08
2644,1,monthly,2020-08-08
3985,1,monthly,2020-07-13
3593,1,monthly,2016-02-18
1219,1,monthly,2019-06-08
248,1,monthly,2018-04-02
10068,1,monthly,2020-04-02
1355,1,monthly,2020-08-16
1600,1,monthly,2019-09-13
10679,1,monthly,2020-05-30
1586,1,monthly,2019-10-03
3392,1,monthly,2018-06-08
3170,1,monthly,2019-01-12
293,1,monthly,2020-05-04
409,1,monthly,2019-06-11
1662,1,monthly,2020-08-11
90,1,monthly,2017-07-13
1907,1,monthly,2020-03-25
5213,1,monthly,2018-08-18
2083,1,monthly,2019-09-28
4616,1,monthly,2020-09-24
2481,1,monthly,2018-10-28
3716,1,monthly,2020-04-14
2390,1,monthly,2019-02-12
2792,1,monthly,2019-08-26
197,1,monthly,2016-02-25
2143,1,monthly,2019-01-13
2126,1,monthly,2020-02-09
11231,1,monthly,2020-02-05
2254,1,monthly,2019-04-17
2191,1,monthly,2019-08-08
1678,1,monthly,2016-02-22
1906,1,monthly,2019-08-01
5505,1,monthly,2019-04-26
849,1,monthly,2019-01-01
6792,1,monthly,2019-05-11
2671,1,monthly,2016-09-15
3086,1,monthly,2016-11-02
1637,1,monthly,2016-01-08
4208,1,monthly,2020-04-08
1550,1,monthly,2019-04-15
4034,1,monthly,2016-01-18
1625,1,monthly,2018-01-17
1750,1,monthly,2016-01-26
3445,1,monthly,2017-02-22
3839,1,monthly,2018-02-21
3045,1,monthly,2018-06-08
2486,1,monthly,2016-02-27
3219,1,monthly,2019-03-26
11111,1,monthly,2016-05-20
3815,1,monthly,2019-03-24
3827,1,monthly,2017-10-04
2655,1,monthly,2019-09-07
591,1,monthly,2020-08-12
3643,1,monthly,2017-12-22
4753,1,monthly,2019-11-07
2731,1,monthly,2018-09-26
3281,1,monthly,2020-08-06
2870,1,monthly,2019-06-18
2246,1,monthly,2019-04-25
2678,1,monthly,2020-07-15
3196,1,monthly,2016-12-13
8784,1,monthly,2019-10-16
2656,1,monthly,2020-02-18
3677,1,monthly,2018-10-04
1037,1,monthly,2020-02-18
3678,1,monthly,2016-03-24
3225,1,monthly,2016-11-01
3767,1,monthly,2018-11-15
395,1,monthly,2016-03-12
2749,1,monthly,2017-05-23
364,1,monthly,2020-01-20
1299,1,monthly,2016-06-21
1540,1,monthly,2018-03-29
2607,1,monthly,2020-08-19
623,1,monthly,2016-03-24
3811,1,monthly,2019-10-26
3001,1,monthly,2016-03-24
3346,1,monthly,2020-07-25
7607,1,monthly,2016-09-05
434,1,monthly,2019-12-24
4093,1,monthly,2016-03-25
2886,1,monthly,2017-04-08
775,1,monthly,2017-12-18
2305,1,monthly,2016-12-11
1130,1,monthly,2020-05-11
3197,1,monthly,2016-12-25
689,1,monthly,2019-04-24
7674,1,monthly,2019-07-21
1719,1,monthly,2016-09-06
2617,1,monthly,2016-09-24
2546,1,monthly,2017-12-08
910,1,monthly,2020-02-03
2595,1,monthly,2020-08-17
1239,1,monthly,2016-04-10
6040,1,monthly,2016-04-22
2199,1,monthly,2016-08-04
3700,1,monthly,2020-06-03
1828,1,monthly,2017-09-28
1362,1,monthly,2019-12-19
1310,1,monthly,2019-02-22
2414,1,monthly,2018-01-19
860,1,monthly,2016-03-19
887,1,monthly,2016-05-05
3292,1,monthly,2016-12-21
2054,1,monthly,2018-01-24
2260,1,monthly,2017-06-07
271,1,monthly,2019-08-13
1395,1,monthly,2018-11-21
760,1,monthly,2020-05-24
1497,1,monthly,2016-07-16
3563,1,monthly,2019-07-04
2708,1,monthly,2019-03-25
916,1,monthly,2019-08-13
2930,1,monthly,2019-08-24
1135,1,monthly,2018-07-17
4999,1,monthly,2019-02-12
2611,1,monthly,2019-03-06
3450,1,monthly,2019-12-13
1780,1,monthly,2016-04-02
1998,1,monthly,2016-06-17
3437,1,monthly,2019-11-13
2884,1,monthly,2016-02-08
1788,1,monthly,2017-01-04
2953,1,monthly,2019-09-02
9897,1,monthly,2018-03-04
534,1,monthly,2020-05-26
3820,1,monthly,2016-11-14
3210,1,monthly,2016-05-17
1015,1,monthly,2020-06-14
2661,1,monthly,2020-02-25
3367,1,monthly,2016-04-01
1603,1,monthly,2016-05-09
853,1,monthly,2019-03-20
1076,1,monthly,2017-10-30
3917,1,monthly,2019-03-30
3655,1,monthly,2018-12-24
3114,1,monthly,2019-06-15
2631,1,monthly,2019-03-29
639,1,monthly,2020-11-03
6434,1,monthly,2018-05-08
503,1,monthly,2019-08-08
9041,1,monthly,2016-08-03
3801,1,monthly,2019-06-20
3606,1,monthly,2019-04-18
1534,1,monthly,2016-05-24
3120,1,monthly,2019-06-20
1542,1,monthly,2019-04-25
10451,1,monthly,2016-08-29
2407,1,monthly,2019-07-21
798,1,monthly,2019-04-22
3259,1,monthly,2017-04-11
3710,1,monthly,2018-02-25
2868,1,monthly,2017-06-15
647,1,monthly,2020-04-28
1116,1,monthly,2016-07-20
1494,1,monthly,2020-10-08
3739,1,monthly,2020-03-25
10652,1,monthly,2020-03-18
5698,1,monthly,2020-09-04
95,1,monthly,2018-03-30
2050,1,monthly,2016-10-22
3343,1,monthly,2020-08-03
2622,1,monthly,2019-08-21
152,1,monthly,2019-04-12
2232,1,monthly,2019-05-07
2901,1,monthly,2020-04-09
7099,1,monthly,2019-08-20
2392,1,monthly,2020-05-18
2452,1,monthly,2020-07-14
1120,1,monthly,2016-10-05
229,1,monthly,2020-06-07
542,1,monthly,2016-11-01
3043,1,monthly,2019-12-29
886,1,monthly,2016-06-23
1615,1,monthly,2020-10-20
9265,1,monthly,2016-02-04
2002,1,monthly,2016-04-08
6649,1,monthly,2018-07-08
1471,1,monthly,2019-07-21
2714,1,monthly,2016-01-30
1791,1,monthly,2019-02-03
1435,1,monthly,2019-12-01
812,1,monthly,2019-08-30
589,1,monthly,2020-04-26
1882,1,monthly,2016-12-21
2808,1,monthly,2017-12-18
699,1,monthly,2016-09-17
363,1,monthly,2017-05-06
1133,1,monthly,2016-11-01
3024,1,monthly,2019-12-18
281,1,monthly,2019-10-27
2524,1,monthly,2017-12-19
3154,1,monthly,2020-07-02
3320,1,monthly,2018-12-01
959,1,monthly,2019-02-23
9377,1,monthly,2018-09-17
322,1,monthly,2016-02-20
2424,1,monthly,2018-10-13
2831,1,monthly,2020-11-10
3886,1,monthly,2017-02-20
3535,1,monthly,2016-10-05
403,1,monthly,2016-07-29
1706,1,monthly,2018-01-05
2461,1,monthly,2020-09-28
1243,1,monthly,2019-01-07
523,1,monthly,2016-08-11
2268,1,monthly,2018-02-11
2316,1,monthly,2020-07-21
2252,1,monthly,2019-10-05
2127,1,monthly,2020-05-09
2802,1,monthly,2016-09-16
3610,1,monthly,2020-09-22
11021,1,monthly,2016-08-10
177,1,monthly,2020-09-26
3128,1,monthly,2018-01-06
4287,1,monthly,2016-10-17
2865,1,monthly,2018-03-03
6440,1,monthly,2019-11-01
2962,1,monthly,2016-05-30
2156,1,monthly,2019-09-11
6592,1,monthly,2019-10-20
3578,1,monthly,2019-02-17
1653,1,monthly,2017-09-19
1226,1,monthly,2019-10-23
10022,1,monthly,2020-05-07
871,1,monthly,2019-09-02
1701,1,monthly,2016-08-10
3526,1,monthly,2019-07-22
2399,1,monthly,2017-04-26
4368,1,monthly,2018-01-16
2596,1,monthly,2017-09-02
3328,1,monthly,2020-03-17
2010,1,monthly,2016-12-27
36,1,monthly,2016-07-01
1529,1,monthly,2019-04-28
366,1,monthly,2019-10-23
3289,1,monthly,2017-06-02
4347,1,monthly,2016-03-27
2954,1,monthly,2020-04-08
763,1,monthly,2018-02-23
2849,1,monthly,2016-09-16
9560,1,monthly,2020-07-13
1623,1,monthly,2019-02-04
57,1,monthly,2018-05-21
9510,1,monthly,2019-06-09
3184,1,monthly,2017-02-18
3276,1,monthly,2020-12-29
3078,1,monthly,2016-07-16
3809,1,monthly,2019-11-21
2937,1,monthly,2020-02-25
334,1,monthly,2016-05-24
2200,1,monthly,2020-06-26
1929,1,monthly,2020-07-06
4173,1,monthly,2016-11-08
9037,1,monthly,2019-10-22
300,1,monthly,2016-06-23
484,1,monthly,2018-01-20
2587,1,monthly,2020-07-25
17,1,monthly,2020-01-08
2885,1,monthly,2019-09-04
3909,1,monthly,2016-01-14
3449,1,monthly,2018-04-27
50,1,monthly,2017-05-06
5774,1,monthly,2018-06-08
1264,1,monthly,2020-02-16
289,1,monthly,2017-03-17
2727,1,monthly,2018-10-25
2148,1,monthly,2018-09-22
2606,1,monthly,2017-07-27
2355,1,monthly,2018-01-03
2289,1,monthly,2019-03-07
2696,1,monthly,2020-01-19
3234,1,monthly,2018-09-16
2545,1,monthly,2019-12-04
4301,1,monthly,2020-06-26
3190,1,monthly,2019-12-30
1746,1,monthly,2020-03-11
3569,1,monthly,2019-09-18
414,1,monthly,2019-01-29
1306,1,monthly,2018-03-22
4161,1,monthly,2018-02-23
1647,1,monthly,2020-07-09
2063,1,monthly,2016-12-04
2652,1,monthly,2019-07-22
579,1,monthly,2020-12-16
2598,1,monthly,2019-03-14
477,1,monthly,2016-01-25
1309,1,monthly,2018-04-15
3104,1,monthly,2020-04-29
3668,1,monthly,2019-06-15
3101,1,monthly,2017-02-27
2612,1,monthly,2020-04-29
3303,1,monthly,2018-11-17
2846,1,monthly,2020-09-27
1393,1,monthly,2019-11-24
428,1,monthly,2016-02-27
1990,1,monthly,2016-06-09
2275,1,monthly,2019-09-16
1078,1,monthly,2019-07-12
828,1,monthly,2020-02-12
2747,1,monthly,2017-08-14
10762,1,monthly,2018-10-23
2787,1,monthly,2020-12-07
3735,1,monthly,2018-04-27
2287,1,monthly,2019-04-21
2175,1,monthly,2016-04-27
2381,1,monthly,2020-02-13
386,1,monthly,2020-08-11
3862,1,monthly,2019-11-23
618,1,monthly,2019-10-02
4035,1,monthly,2016-07-25
2925,1,monthly,2016-01-10
2,1,monthly,2016-02-26
1043,1,monthly,2020-08-13
3396,1,monthly,2020-11-20
2324,1,monthly,2020-05-24
3339,1,monthly,2019-09-27
3261,1,monthly,2016-07-07
3293,1,monthly,2020-08-08
460,1,monthly,2017-04-18
612,1,monthly,2019-05-27
49,1,monthly,2020-04-06
754,1,monthly,2018-06-08
1504,1,monthly,2019-08-26
1401,1,monthly,2016-08-12
8926,1,monthly,2020-03-21
10036,1,monthly,2016-09-13
1869,1,monthly,2019-06-14
1502,1,monthly,2019-10-02
2460,1,monthly,2016-11-22
1613,1,monthly,2018-09-13
426,1,monthly,2016-11-29
6321,1,monthly,2017-09-10
1938,1,monthly,2017-06-25
3664,1,monthly,2019-04-28
3205,1,monthly,2018-12-17
3925,1,monthly,2018-09-05
3748,1,monthly,2016-07-10
7133,1,monthly,2016-09-17
1007,1,monthly,2019-06-28
2949,1,monthly,2017-10-21
877,1,monthly,2019-05-29
2091,1,monthly,2019-09-25
1831,1,monthly,2016-09-21
5120,1,monthly,2016-06-21
3503,1,monthly,2017-07-17
977,1,monthly,2016-04-26
3996,1,monthly,2020-06-22
9192,1,monthly,2017-08-16
2570,1,monthly,2018-12-19
3223,1,monthly,2016-12-07
1377,1,monthly,2019-09-25
2372,1,monthly,2020-06-15
1730,1,monthly,2016-01-09
2437,1,monthly,2018-12-04
75,1,monthly,2018-08-13
3884,1,monthly,2019-11-14
99,1,monthly,2018-06-27
399,1,monthly,2019-08-27
2616,1,monthly,2016-08-17
5125,1,monthly,2018-09-14
3953,1,monthly,2020-06-16
22,1,monthly,2017-03-23
71,1,monthly,2017-03-05
3009,1,monthly,2019-01-26
774,1,monthly,2016-06-08
598,1,monthly,2020-02-08
3039,1,monthly,2016-12-10
1477,1,monthly,2016-02-08
4329,1,monthly,2017-02-17
4214,1,monthly,2019-03-21
3282,1,monthly,2019-11-24
324,1,monthly,2019-08-23
9034,1,monthly,2016-06-28
3776,1,monthly,2019-10-16
961,1,monthly,2020-10-18
3059,1,monthly,2020-02-15
3227,1,monthly,2019-06-24
3842,1,monthly,2020-03-12
885,1,monthly,2016-06-25
479,1,monthly,2018-11-05
3631,1,monthly,2018-08-13
2314,2,monthly,2019-09-07
8492,2,monthly,2017-06-29
3142,2,monthly,2017-09-14
1915,2,monthly,2020-04-14
3912,2,monthly,2017-05-04
3153,2,monthly,2019-07-05
3858,2,monthly,2018-12-14
3723,2,monthly,2019-06-14
7745,2,monthly,2019-11-29
693,2,monthly,2017-06-06
10645,2,monthly,2019-12-21
3998,2,monthly,2019-04-20
2651,2,monthly,2016-03-21
3386,2,monthly,2018-05-23
2391,2,monthly,2020-11-07
2231,2,monthly,2020-10-14
259,2,monthly,2016-10-28
128,2,monthly,2016-02-19
4727,2,monthly,2018-02-13
4336,2,monthly,2020-07-08
847,2,monthly,2019-07-21
2396,2,monthly,2016-02-22
984,2,monthly,2019-07-10
856,2,monthly,2019-03-03
93,2,monthly,2019-06-12
1472,2,monthly,2018-07-20
3861,2,monthly,2020-01-30
884,2,monthly,2016-12-07
2709,2,monthly,2019-10-18
207,2,monthly,2016-07-25
2569,2,monthly,2017-06-10
3509,2,monthly,2016-09-05
1082,2,monthly,2019-06-08
2499,2,monthly,2019-02-08
2649,2,monthly,2016-09-08
4352,2,monthly,2016-07-05
2226,2,monthly,2019-02-17
1436,3,monthly,2017-12-07
3712,3,monthly,2017-09-13
475,3,monthly,2020-05-11
751,3,monthly,2016-05-12
3329,3,monthly,2019-10-12
3880,3,monthly,2019-07-28
1823,3,monthly,2019-09-28
2395,3,monthly,2019-06-24
269,3,monthly,2019-08-30
2446,3,monthly,2018-01-16
3838,3,monthly,2017-05-02
2234,3,monthly,2019-11-21
6358,3,monthly,2018-05-27
3476,3,monthly,2018-12-16
2430,3,monthly,2017-10-09
650,3,monthly,2018-01-28
1930,3,monthly,2016-06-27
656,3,monthly,2019-08-18
2936,3,monthly,2019-03-27
4618,3,monthly,2019-07-21
79,3,monthly,2019-11-29
3769,3,monthly,2019-05-14
834,3,monthly,2020-05-23
3625,3,monthly,2017-08-22
780,3,monthly,2019-04-26
766,3,monthly,2019-04-21
1292,3,monthly,2017-09-03
3140,3,monthly,2020-05-13
1258,3,monthly,2019-09-01
951,3,monthly,2019-04-28
792,3,monthly,2020-08-13
570,3,monthly,2019-11-14
3605,3,monthly,2019-03-24
2258,3,monthly,2019-11-12
896,3,monthly,2018-06-11
3091,3,monthly,2016-11-11
3324,3,monthly,2020-10-17
1045,3,monthly,2019-05-09
3711,3,monthly,2020-05-08
1825,3,monthly,2018-12-05
268,3,monthly,2019-05-29
329,3,monthly,2019-10-19
3603,3,monthly,2020-09-17
3020,3,monthly,2019-08-09
1739,3,monthly,2019-07-08
1626,3,monthly,2017-03-15
3216,3,monthly,2018-08-11
3278,4,monthly,2019-01-02
5358,4,monthly,2018-05-18
146,4,monthly,2016-09-02
4650,4,monthly,2018-10-15
196,4,monthly,2016-11-14
1866,4,monthly,2020-11-17
3145,4,monthly,2016-12-03
2468,4,monthly,2019-07-13
7454,4,monthly,2016-04-19
5267,4,monthly,2019-01-12
2914,4,monthly,2019-09-08
3178,4,monthly,2019-04-27
1225,4,monthly,2016-12-14
3662,4,monthly,2020-05-26
2989,4,monthly,2016-11-28
7487,4,monthly,2018-10-01
3348,4,monthly,2017-12-08
658,4,monthly,2019-01-10
2012,4,monthly,2019-04-08
730,4,monthly,2016-08-28
54,4,monthly,2018-05-02
3442,4,monthly,2019-01-16
3347,4,monthly,2019-08-19
304,4,monthly,2020-03-20
169,4,monthly,2018-09-28
9549,4,monthly,2020-01-17
8475,4,monthly,2016-09-08
3639,4,monthly,2020-01-08
4589,4,monthly,2018-05-22
2573,4,monthly,2019-07-16
2088,4,monthly,2016-07-28
2811,4,monthly,2019-01-02
1101,4,monthly,2020-09-22
3317,4,monthly,2018-10-04
3860,4,monthly,2017-10-11
2519,4,monthly,2016-01-15
3558,4,monthly,2016-05-23
644,4,monthly,2020-11-06
3201,4,monthly,2017-04-17
3222,4,monthly,2016-07-21
1208,4,monthly,2020-11-09
3393,4,monthly,2019-12-22
585,4,monthly,2020-09-04
876,4,monthly,2020-10-26
2406,5,monthly,2019-03-22
3221,5,monthly,2016-08-17
385,5,monthly,2016-04-07
1253,5,monthly,2020-04-13
1839,5,monthly,2020-06-22
2638,5,monthly,2017-06-02
